transaction_amount,income,device_fraud_count,account_age_days,transaction_hour,is_foreign_ip,month,fraud_bool
19.28,15876.887153555792,1,3007,11,0,12,0
25.91,30389.46190256573,0,1941,8,0,2,0
7831.31,60571.38819964317,2,18,1,1,8,1
219.24,92340.32150521236,3,26,23,1,2,1
31.6,35451.24435862779,0,505,17,1,1,0
199.24,92907.10174408132,1,2284,11,0,5,0
314.15,81046.20461961676,1,1651,15,0,4,0
456.62,75581.55272248868,1,1135,9,0,2,0
29.16,79228.74160828377,0,2197,20,0,8,0
126.4,71723.72156046558,0,1410,20,0,1,0
3527.01,51538.50036854731,8,35,1,1,6,1
197.14,82374.2836364769,0,1707,16,0,6,0
185.33,97314.50765751858,1,1096,21,0,8,0
119.61,71961.11005411329,1,311,11,0,12,0
56.3,65596.30439775102,0,729,18,0,9,0
154.46,54319.1418288305,0,2282,6,0,11,0
990.4,69670.28912940207,0,2970,17,0,7,0
1234.67,60191.57399242372,1,1417,9,0,12,0
160.35,92209.36671794801,0,3105,12,0,1,0
209.73,73240.41642695553,0,782,7,0,4,0
492.43,47691.902435957716,0,1360,10,0,6,0
47.92,102689.58602968651,0,2633,22,0,9,0
335.9,76021.18759382641,1,153,7,0,4,0
158.35,52630.56027559156,0,2153,14,0,2,0
151.99,123217.01822696472,1,3574,9,0,6,0
425.72,56639.22522485937,0,176,8,0,1,0
27.74,58061.95113434928,2,1809,14,0,11,0
208.49,53842.939527247756,1,2732,7,0,2,0
112.57,68728.91028150443,1,3119,17,0,8,0
69.62,28346.94507917101,0,1712,17,0,7,0
165.88,74777.34292581695,1,975,7,0,11,0
32.55,35228.40386274133,0,1407,17,0,3,0
11.31,71353.82476980965,0,2249,13,0,4,0
135.16,96611.654696206,0,1289,17,0,3,0
224.85,67217.86653712395,0,3504,9,0,3,0
92.63,40266.244674746544,0,1832,7,0,1,0
1642.83,60704.49034442133,1,343,8,0,3,0
605.04,79775.72826483822,0,2637,20,0,10,0
1019.17,60357.597921787936,1,2615,12,0,2,0
797.52,85894.59790349969,1,3026,22,0,12,0
156.44,85933.193611351,0,3061,10,0,8,0
208.14,53117.887045003125,0,2648,17,0,9,0
1508.52,120458.88726467625,0,2258,8,0,3,0
187.63,99387.52155872372,0,2855,6,0,3,0
30.5,47398.117863126026,0,3612,12,0,9,0
45.91,62191.75949763426,3,1545,20,0,4,1
66.91,80863.23237452173,0,2123,16,0,5,0
734.57,107367.23796241256,2,181,18,0,4,1
585.2,43830.78233795653,0,1746,9,0,6,0
910.04,40099.64686915258,0,147,14,0,3,0
1371.18,56393.00922110958,0,1408,13,0,3,0
170.9,73906.56535820728,0,2528,11,0,5,0
58.24,62931.404270142484,1,795,19,0,8,0
82.44,57607.56468567159,1,3475,14,0,8,0
433.61,84451.67067419153,0,580,13,0,1,0
494.43,65464.34297021285,0,2604,18,0,5,1
162.95,74998.61977427974,0,1280,15,0,5,0
300.86,49907.999656285436,0,1503,18,0,1,0
50.85,86214.3982571061,0,2947,21,0,4,0
855.04,43065.40105185686,0,1934,10,0,12,0
121.7,58810.67468511188,0,1555,15,0,2,0
96.55,92598.47404648202,1,528,15,0,3,0
61.23,106085.955400583,1,3156,19,0,6,0
1536.03,54755.58244058998,0,2342,8,0,4,0
581.54,83237.4388111862,0,251,10,0,5,0
218.31,80186.85499817446,0,3012,8,0,1,0
225.24,71004.76869552782,0,2247,6,0,10,0
268.07,65111.02569372051,0,1898,7,0,9,0
449.4,75708.30656759598,0,505,10,0,2,0
819.57,58271.11096071417,0,3541,16,0,5,0
744.99,76272.72380675803,2,1047,10,0,1,1
195.64,46746.400849031,1,140,21,0,7,0
253.63,74200.37457352097,0,3221,10,0,12,0
284.39,77008.95139029645,0,1710,11,0,6,0
57.67,57763.99774309876,0,715,20,0,2,0
309.24,61845.20281543961,1,1775,15,0,9,0
947.21,76049.66310989839,0,1425,19,0,4,0
59.52,68592.06170125217,0,2824,8,0,4,0
208.49,56891.4023872691,1,960,7,0,4,0
407.01,93214.75554675852,2,262,8,0,4,1
609.6,74063.60475800437,0,1298,20,0,8,0
129.03,55867.39992616733,0,2239,16,0,6,0
125.14,99811.02212099369,0,2446,6,0,12,0
353.82,50092.521393150855,0,1645,9,0,7,0
763.67,54248.49295512406,1,1986,6,0,8,0
603.7,51618.803090097324,0,1432,16,0,1,0
254.5,86092.36969309453,1,1877,20,0,9,0
213.5,92012.19216941769,1,1979,10,0,1,0
268.1,65049.545706084966,0,2852,8,0,7,0
113.3,87787.00674082489,0,1269,14,0,6,0
1789.79,21562.9172695304,6,45,5,1,2,0
52.83,68426.53302995655,0,2632,20,0,12,0
722.87,45495.610156851806,0,603,6,0,6,0
148.82,71530.31518335514,0,2616,10,0,11,0
139.34,158016.21934343252,0,1867,20,0,2,0
508.11,21572.409155585177,0,868,19,0,4,0
48.82,69768.30197136535,1,2600,8,0,6,0
236.82,58323.17166478274,1,1989,8,0,12,0
120.95,35126.58174248098,1,3466,12,0,5,0
145.14,39949.67258190429,0,1101,7,0,6,0
1036.17,80790.95401839005,0,2817,22,0,9,0
212.19,83311.92253767561,1,3348,8,0,8,0
788.22,75699.84991915437,3,48,2,1,3,1
685.81,49715.79810281367,0,2513,8,0,12,0
94.12,95703.85840009585,1,1198,13,0,7,0
391.31,84811.74201855762,0,621,21,0,4,0
227.8,79619.78373573444,0,509,14,0,2,0
43.13,91125.15896472939,0,2707,7,0,12,0
57.07,50301.41571971953,2,134,9,0,5,0
175.79,116184.15978108099,0,2911,18,0,3,0
59.37,92174.93501021428,0,3389,20,0,12,0
180.63,69916.1842219688,0,1473,11,0,5,0
118.23,103519.4277073169,0,2773,20,0,4,0
36.37,57716.6641137116,0,2839,17,0,11,0
240.46,27393.021865751864,1,2989,19,0,6,0
36.04,122886.85581328068,0,201,17,0,9,0
286.32,92418.4431825878,1,1000,18,0,1,0
453.77,64001.662648777485,0,2905,18,0,3,0
160.28,87726.09516488959,0,306,19,0,1,0
229.4,55487.5364695406,0,2689,6,0,12,0
362.08,71353.12638281866,0,906,11,0,3,0
134.1,120614.93828205753,1,157,8,0,6,0
518.89,99446.2245361322,0,1967,16,0,7,0
270.68,102493.42190470586,0,3034,15,0,5,0
126.63,36610.2031679255,0,2894,17,0,10,0
52.31,103737.16208675414,0,3090,20,0,7,0
942.29,40320.24729612425,7,0,1,1,9,1
112.16,65640.51214563899,0,2261,13,0,4,0
121.34,53407.34962764713,1,1539,22,0,10,0
39.23,82130.85182260993,0,2379,22,0,3,0
71.27,42561.58711040013,0,2897,7,0,12,0
323.64,113682.2933469392,1,3112,12,0,6,0
580.3,45153.881802826494,0,302,16,0,9,0
186.44,64136.90143885403,0,1718,17,0,12,0
74.88,76757.34313107212,0,1118,8,1,5,0
319.3,63573.38140426954,1,2611,20,0,3,0
31.12,66469.73110684902,0,3369,20,0,7,0
8237.91,10000.0,3,25,23,1,3,1
67.21,88766.6314931344,1,3224,16,0,12,0
35.07,72999.24033372565,0,1980,9,0,12,0
3701.49,64487.788615436606,0,2626,9,0,8,0
554.89,120616.44315158707,0,3080,7,0,8,0
1417.92,77114.11442093684,1,3029,17,0,4,0
295.15,64757.400299598834,0,2396,15,0,3,0
112.5,108249.2898409245,0,2240,6,0,7,0
69.7,69771.16715191117,1,2552,10,0,6,0
190.19,35303.82841346059,1,3367,13,0,10,0
58412.68,58402.05522214995,6,26,23,0,8,1
4031.53,77172.73748519013,1,58,23,1,6,1
282.51,53136.82691592532,3,1286,8,0,9,1
385.25,60352.85225153687,1,1459,7,0,3,0
337.82,66044.31865573133,1,1088,22,0,6,0
803.1,107157.54168485077,0,1322,22,0,1,0
760.73,65338.35186249805,0,3075,14,0,12,0
29.36,53581.46623381013,1,2699,12,0,4,0
235.31,83388.45403011832,2,3019,21,0,9,1
83.02,52937.142451320295,0,753,22,0,6,0
240.81,71157.14957437823,0,3575,19,0,2,0
684.84,99126.56660908711,0,658,16,0,1,0
62.05,87329.26632701032,0,1184,17,0,9,0
327.42,92760.13712158255,0,1851,17,0,6,0
2244.41,123906.19377552345,0,1156,15,1,1,0
285.62,27158.655085342478,0,1491,10,0,7,0
403.66,120199.50736720797,1,1804,8,0,10,0
169.9,87401.44905751535,0,275,21,0,4,0
79.05,101098.37475889038,1,3336,19,0,3,0
723.29,101170.83269335062,1,1545,10,0,6,0
1030.44,62462.19984166022,1,1919,18,0,12,0
316.87,85038.67249820412,0,767,6,0,1,0
165.33,116143.75393584478,0,3285,9,0,7,0
494.86,97438.03631703145,0,676,9,0,9,0
777.17,94775.83974424923,1,3089,12,0,5,0
635.92,69236.98929686123,1,3521,21,0,4,0
1190.71,99555.01054752938,1,3103,13,0,10,0
705.82,59052.820283291265,1,342,15,0,7,0
205.36,77250.64955489851,0,1107,17,0,3,0
222.69,80241.61016236692,0,1893,18,0,12,0
91.74,30013.62779774517,0,2991,20,0,1,0
342.87,68794.96868592653,0,816,6,0,4,0
239.66,84719.33441902866,1,2080,10,0,12,0
136.15,52084.664417598775,1,879,6,0,6,0
173.84,64758.752483956116,1,426,6,0,5,0
285.83,131045.4649017359,1,3549,6,1,5,1
171.41,113937.50168021323,0,1053,9,0,1,0
1380.86,88814.1186740034,2,634,17,0,10,1
280.84,43758.91310442367,1,594,17,0,8,0
167.0,103276.22738706798,1,291,15,0,6,0
53.79,70166.71970532667,0,2694,21,0,1,0
53.11,68914.26619146187,0,1753,15,0,6,0
250.61,55717.57111351729,0,3423,22,0,6,0
117.69,30459.698282558973,2,518,13,0,3,1
919.9,66969.19008644862,1,3607,21,0,10,0
222.29,55639.82143981302,1,2293,12,0,3,0
177.29,43474.33375725598,1,266,18,0,9,0
1069.4,39669.9137747964,1,1321,14,0,12,0
377.63,75824.78935067373,1,1119,8,0,4,0
2349.81,84053.46734882827,0,3287,11,0,7,0
376.68,101352.59430649484,0,2003,21,0,9,0
909.23,65535.308114027706,2,2388,19,0,1,1
169.74,54467.87178038142,0,1543,6,0,8,0
92.22,42543.834852892265,1,1970,16,0,12,0
79.81,61663.31690703773,1,3218,14,0,4,0
79.33,25357.01172084151,1,1341,8,0,4,0
148.94,95039.08872603101,1,2035,10,0,6,0
1417.11,99194.8680318818,0,2145,12,0,8,0
104.23,96123.29112544583,1,952,13,0,2,0
123.7,29069.884441990303,0,1143,14,0,7,0
221.09,39273.94197960136,1,1364,12,0,5,0
112.48,101911.98659488544,0,3275,19,0,12,0
424.69,39958.821244109626,0,251,9,0,10,0
654.6,56842.93555335497,0,3152,17,0,4,0
19910.46,85958.1327718691,4,59,3,1,7,1
105.44,65330.79417281631,2,2181,10,0,4,0
142.65,52760.88033761943,0,997,21,0,1,0
537.29,23859.760218952142,0,2226,21,0,8,0
225.12,66318.42548402972,0,336,11,0,9,0
801.34,76517.6898482745,0,813,18,0,1,0
139.56,59632.78009889138,2,1669,15,0,5,1
104.66,62212.08794390578,0,790,14,0,10,0
280.56,61132.15978875838,1,2219,15,0,11,0
493.29,10000.0,0,3646,21,0,12,0
154.37,65196.05610605552,3,1463,22,0,7,1
99.05,82930.86716518331,1,3626,12,0,9,0
16.57,80909.67570644818,0,2500,8,0,12,0
286.91,88589.99296878754,1,2046,22,0,11,0
198.87,61323.75033117344,0,1781,20,0,9,0
205.07,77828.36632795515,1,923,20,0,9,0
913.33,57742.66745292625,1,1781,9,0,8,0
178.24,50059.936261589086,0,3137,6,0,6,0
138.14,68213.36772175331,0,2207,11,0,9,0
487.18,105090.59621711576,1,132,10,0,12,0
14.0,59625.6740154297,0,265,21,0,2,0
463.77,43047.68084799197,0,1540,12,0,3,0
159.45,110566.46266890744,1,2005,15,0,9,0
93.92,53196.873740278956,2,3644,19,0,2,0
106.59,73483.88573882371,1,1438,22,0,12,0
2582.51,63988.60682969931,1,321,11,0,4,0
538.22,76907.36736748886,0,909,18,0,9,0
359.05,125748.46798518041,2,1949,18,0,5,1
409.86,89395.34323981509,1,1040,15,0,10,0
576.79,53105.0073851644,0,913,11,0,1,0
147.94,44228.522701213646,0,2167,14,0,2,0
578.42,50781.33413517165,0,437,11,0,9,0
122.25,53588.94091532218,0,1962,6,0,1,0
61.4,74575.20980813507,0,3603,21,0,8,0
278.48,52083.97152477414,1,102,11,0,11,0
161.53,81575.10309950166,1,1848,18,0,3,0
239.17,87638.60181917029,1,1723,21,0,5,0
174.42,76872.29017369695,1,795,17,0,3,0
68.53,84003.28891879805,0,3010,13,0,8,0
63.34,96765.57199642384,1,1534,18,0,8,0
709.62,80364.1439187066,1,557,6,0,5,0
372.78,82455.12452555716,0,1460,11,1,4,0
153.92,27523.218541605456,1,1359,12,0,2,0
223.59,68608.79606239966,1,2752,12,0,5,0
94.36,55482.46771331241,2,1826,10,0,5,0
34.11,95724.86641686168,1,2960,18,0,4,0
82.65,78387.70856225208,0,2349,16,0,12,0
1475.36,50720.720923516885,2,240,10,0,4,1
397.68,75125.47783108924,0,3092,8,0,5,0
47.22,60057.62096655062,2,1038,19,0,8,0
147.03,64289.950947937454,1,3605,21,0,7,0
48.2,98084.27798268013,2,1845,18,0,11,0
122.66,70442.33960365583,0,2966,18,0,8,0
1527.68,66914.94587154461,0,2253,7,0,8,0
6209.43,49956.05343149704,4,8,23,1,3,1
45.28,83372.10279993886,0,2324,6,0,4,0
1036.58,80410.96370107887,0,2940,9,0,8,0
536.37,54249.982761751264,0,3495,10,0,1,0
63.79,47068.439482468064,1,2891,17,0,9,0
146.42,64999.257815913625,0,3139,11,0,2,0
95.37,67195.31911246633,0,1742,15,0,9,0
845.46,85452.46167603116,0,2450,16,0,1,0
205.58,68426.02639287518,0,281,17,0,1,0
165.65,51483.8512862047,0,1346,7,0,12,0
118.54,30562.099928971613,0,998,19,0,5,0
51.09,75355.24236243461,0,159,10,0,6,0
301.13,80941.39251121957,0,2251,7,0,11,0
89.53,14528.760548723745,0,1426,18,0,5,0
159.41,19283.0371343812,2,3231,19,0,1,1
236.97,87807.60451183806,0,3205,6,0,7,0
97.33,68168.9512040676,1,1041,18,0,9,0
323.64,56693.154240380056,0,3050,15,0,10,0
61.3,44529.62934122211,0,3079,9,0,5,0
189.63,41351.54749120792,0,3514,12,0,6,0
298.05,74033.58989520639,1,2088,9,0,12,1
67.09,90674.50603252501,1,2100,17,0,11,0
93.68,63186.3775289402,1,3558,16,0,2,0
94.18,72336.41889413429,0,2492,14,0,1,0
268.95,61561.08571072198,1,3055,6,0,2,0
314.08,79106.25797980532,0,3296,13,0,3,0
1610.05,49316.237224332224,0,1971,13,0,3,0
1864.69,91489.6103648252,6,29,4,1,11,1
820.08,67249.51279521012,4,0,3,1,7,1
92.09,48407.660076828266,0,475,6,0,2,0
1163.87,28711.33390197096,0,1921,14,0,9,0
404.37,89474.04444876275,1,2024,16,0,8,0
72.8,109917.45999395201,0,3278,17,0,4,0
49.98,102639.63243166721,0,173,8,0,11,0
61.26,104441.09047484584,1,1182,17,0,9,0
269.11,30628.02925157157,0,1349,7,0,6,0
359.49,52817.52472926112,0,3089,10,0,11,0
497.14,69354.1733590646,0,3199,19,0,10,0
188.43,58436.16972723351,0,863,16,0,10,0
1509.47,50081.394701151294,1,248,12,0,8,0
1276.55,10695.595935090081,0,3562,16,0,5,0
28.11,85703.3863719535,0,2217,11,0,11,0
474.3,95222.48449503553,0,3085,6,0,10,0
227.56,56621.37699997872,0,769,10,0,2,0
11506.82,52992.94687956068,1,35,3,1,11,1
115.02,96602.6322462149,0,327,20,0,7,0
110.44,39154.40983879769,0,846,18,0,6,0
421.68,27221.158611476378,1,3508,13,0,11,0
1038.71,26749.576467249957,2,3255,7,0,12,1
60.36,73249.0791838559,2,1796,21,0,2,0
1569.44,45879.51783301581,2,1845,18,0,4,1
467.51,88269.75828230023,0,1435,6,0,11,0
39.03,78872.65229277812,1,2009,19,0,9,0
65.16,56950.731237496846,0,2620,21,0,10,0
827.75,76532.64600938409,0,328,17,0,2,0
346.6,83421.36286200174,1,2696,6,0,4,0
83.96,116677.73054515067,0,2739,20,0,7,0
281.68,71778.83157316736,0,2478,16,0,9,0
410.24,77477.73462955048,1,3170,20,0,7,0
114.4,39852.50118115976,0,1192,18,0,3,0
438.17,93391.48108782663,1,394,19,0,11,0
35.55,86357.43508484066,1,2932,18,0,11,0
21.76,66456.17455647721,0,2541,12,0,11,0
32.48,61429.357524661275,1,502,13,0,2,0
412.84,33977.25348076198,1,1980,8,0,3,1
924.06,69731.01702455412,2,1554,18,0,1,1
414.02,92464.26424229247,1,156,11,0,5,0
35.27,87256.69065516943,1,1607,20,0,2,0
283.86,28791.443238729436,2,2653,16,0,12,1
373.56,106701.28719674493,0,372,7,0,4,0
541.32,76094.27016280536,0,320,11,0,2,0
189.67,50273.94511567262,1,3634,12,0,7,0
125.27,83518.64524349969,3,2775,17,0,11,1
700.82,90567.45893223751,1,794,15,0,1,0
282.71,78818.41464847443,0,2338,7,0,6,0
2519.95,49630.26130213901,3,46,3,1,11,1
95.16,68438.40131361147,0,2607,15,0,9,0
363.52,52751.74398438832,0,2086,16,0,1,0
163.63,112400.68173463094,1,1476,11,0,7,0
29.76,55624.14972743319,1,2019,11,0,11,0
301.16,35426.113376243375,0,1909,13,0,10,0
238.32,48912.3685319552,0,2528,16,0,1,0
62.79,40683.384461897986,0,1320,6,0,9,0
733.59,106034.23532619895,1,2744,12,0,11,0
277.71,118880.5137110631,2,1952,20,0,1,1
115.54,41659.42629603615,1,796,14,0,9,0
12358.03,67133.71034210394,2,13,0,1,7,1
49.84,37595.62537554969,1,506,20,0,8,0
119.38,71935.50719716641,1,1046,14,0,9,0
424.77,67126.71665097275,1,2622,22,0,8,0
435.64,89239.2969826463,1,1206,21,0,9,0
453.91,44620.74487348923,0,1757,9,0,3,0
260.56,49720.239144604944,0,2173,16,0,8,0
100.25,81444.24446075218,0,1328,20,0,8,0
171.34,54485.56101241654,0,114,15,0,7,0
86.18,74063.06647475754,0,1137,10,0,3,0
80.81,65781.95482286194,2,288,17,0,4,0
139.2,60272.13340268034,0,2950,13,0,1,0
299.71,86457.96850073198,0,2567,13,0,12,0
818.06,83895.7888990669,0,3028,20,0,4,0
428.06,52775.38175462245,0,1026,17,0,6,0
123.48,53672.71073730786,1,131,11,0,5,0
16.79,51282.64863591475,1,2979,18,1,6,1
247.09,65465.997140132225,0,3086,21,0,1,0
182.08,21379.564424622673,0,905,22,0,8,0
509.72,70599.67929414015,2,603,10,0,11,1
11727.87,17182.34928903544,6,59,23,0,12,1
1082.62,78295.76622290832,1,186,21,0,1,0
265.32,114886.958300002,0,1817,10,0,6,0
172.45,60841.925446866124,0,2836,6,0,7,0
79.33,27689.404871003848,0,303,14,0,4,0
548.96,72080.55789888794,0,3309,11,0,5,0
329.45,102716.14304011432,0,645,12,0,11,0
430.4,72851.40728353581,0,103,15,0,12,0
321.87,102153.7003520707,2,2683,11,0,8,1
77.99,62484.38219337901,0,2097,13,0,8,0
182.19,38243.96082982327,0,1857,18,0,8,0
270.52,49175.01394093565,0,1669,13,0,2,0
191.72,76131.63053628217,0,3137,11,0,3,0
57.05,82874.22203455679,0,1410,6,0,5,0
359.29,61838.22374652588,1,1993,22,0,2,0
97.52,93842.93249345092,1,3413,15,0,12,0
157.77,63096.12864182629,1,876,12,0,7,0
164.64,42326.136702579446,0,3149,14,0,3,0
269.37,26074.142161567368,1,3467,16,0,10,0
168.31,67192.07347980698,0,1349,22,0,10,0
724.88,100867.48311154239,0,333,6,0,6,0
553.57,49277.584350862904,0,2060,18,0,2,0
2441.48,81733.41081697629,0,13,0,1,10,1
543.49,47870.07199767181,1,952,7,0,1,0
718.52,102449.66443613294,0,3458,20,0,10,0
478.53,106896.70194849653,1,2597,17,0,6,0
440.96,112606.80852401428,1,2122,11,0,3,0
89.27,64077.95793760319,0,1261,16,0,5,0
1797.52,81272.35892626524,0,2359,20,0,8,0
5154.2,11852.203476873627,6,32,4,0,7,1
253.36,24195.503709905075,1,2494,10,0,9,0
190.44,73683.09623599684,0,473,17,0,12,0
449.15,47288.63426152521,1,1239,9,0,6,0
425.98,28498.073923883516,0,3148,8,0,2,0
279.23,92981.58352621239,1,1085,10,0,9,0
51.99,63861.033602426396,2,2408,9,0,7,0
951.57,61016.22352162584,1,2941,18,0,9,0
549.28,105807.39489110677,0,1814,7,0,7,0
245.96,90912.48483129832,1,2355,17,0,5,0
114.09,76599.88239006465,1,2749,15,0,10,0
291.98,110456.55651965541,0,3400,16,0,6,0
32.93,86157.47249168437,1,178,19,0,11,0
142.89,72593.79043340766,1,680,9,0,8,0
881.64,80703.9092205993,0,269,7,0,6,0
577.68,66037.61021153993,1,1365,17,0,3,0
932.32,32546.586374574952,2,1671,12,0,2,1
111.19,56146.20077947315,0,1055,20,0,8,0
2459.3,10000.0,7,55,3,1,12,1
811.6,71333.54406914672,0,1568,16,0,8,0
184.49,61469.98917991801,0,1328,11,0,9,0
113.05,93610.12881649825,0,2296,15,0,6,0
1156.36,53282.1522239114,0,1594,22,0,8,0
151.65,64059.64169505658,1,671,12,0,12,0
87.59,29916.192925928066,1,666,6,0,6,0
112.25,27510.04778682185,1,741,17,0,9,0
278.43,31230.60008934966,1,2089,9,0,1,0
97.79,51484.562185173025,1,3113,15,0,9,0
172.47,25730.49176496768,0,3306,14,0,10,0
69.7,62215.787935687564,2,1606,12,0,4,0
362.91,73729.14585651008,0,1966,9,0,5,0
206.67,102437.8481596755,1,2421,8,0,11,0
223.51,84334.91201599147,0,2135,19,0,4,0
22.34,42049.74340630311,1,1103,21,1,3,1
1824.75,83341.96379620851,2,3274,12,0,1,1
66.34,77231.99531064488,0,2672,20,0,2,0
48.87,70297.5600748937,0,204,15,0,8,0
296.29,48569.69026814397,2,2311,15,0,4,1
267.82,83650.9471794135,1,1369,21,0,12,0
1571.42,88099.78290469397,2,3146,18,0,10,1
343.06,64976.62877447465,0,593,7,0,4,0
140.96,70406.23442447389,0,2317,22,0,8,0
130.2,54650.3586252747,0,270,9,1,9,0
5938.19,61653.16861154732,1,32,1,1,1,1
245.92,27627.671392789125,0,3478,8,0,6,0
96.52,67774.63112623828,0,3497,15,0,2,0
92.87,93775.11964401262,0,2504,15,0,12,0
76.56,103042.3883700103,0,184,6,0,3,0
109.33,70005.00073647084,0,752,7,0,9,0
19.05,85683.20413717847,4,1961,21,0,7,1
71.91,73375.80237736367,0,288,15,0,6,0
43.04,62502.83277318426,0,1105,17,0,6,0
279.46,83421.07529004096,0,671,11,0,1,0
387.87,82446.73288764621,1,2817,21,0,1,0
425.13,76489.90581645738,0,2198,11,0,9,0
23834.49,29332.23078058133,1,37,4,1,3,1
34.83,83906.55409662321,0,2292,21,0,8,0
302.77,79074.39599863725,0,2466,11,0,1,0
674.85,43416.22605164724,0,3454,13,0,7,0
70.36,63998.84286153136,1,1094,21,0,6,0
402.81,14075.833857207748,0,3095,18,0,6,0
475.79,39544.15340571625,0,1222,8,0,8,0
1114.06,72830.80868966192,1,1704,9,0,10,0
216.93,53843.002276274754,0,3067,19,0,11,0
364.25,56548.353858970106,0,3338,21,0,9,0
1008.71,78216.79670125853,0,883,10,0,10,0
171.95,46917.819623116506,0,2835,10,0,11,0
94.0,48283.75016780318,0,2040,14,0,1,0
24.43,73234.69746761884,1,2075,19,0,1,0
169.93,73892.10745171201,0,2752,12,0,2,0
299.71,53209.888466434306,1,392,8,0,5,0
470.43,82324.93482420454,0,198,16,0,3,0
296.97,10000.0,0,3106,19,0,7,0
361.99,95341.88872441105,1,956,12,0,3,0
237.17,20624.324853033715,0,502,22,0,11,0
34.32,127837.0015939645,0,631,18,0,4,0
138.92,80162.2159498779,0,1341,10,0,12,0
125.75,87414.48527246412,0,622,18,0,9,0
183.06,106043.29991170733,0,396,22,0,11,0
88.78,87872.69042353488,0,1549,21,0,11,0
92.06,107000.0236889413,1,1885,7,0,3,0
117.43,85638.19087288741,2,2596,14,0,7,0
345.55,73874.2979544891,2,740,18,0,11,1
349.7,68504.4360312858,1,784,10,0,6,0
1306.64,103966.0165936465,0,2491,12,0,6,0
87.73,99469.68643375479,1,334,22,0,10,0
70.21,72707.57748583696,0,3633,18,0,9,0
485.71,80995.60863096932,0,106,16,0,4,0
5497.12,55319.62549747501,1,52,3,1,1,1
240.87,104464.25375825676,1,2679,7,0,5,0
535.22,55479.80585601358,1,3323,22,0,7,0
593.78,41250.17736495985,0,1950,13,0,5,0
111.63,64561.18972169173,0,2496,19,0,4,0
6439.77,28510.00732688753,3,12,2,0,10,1
246.21,44629.18641713803,0,336,11,0,1,0
112.41,45670.116336319494,1,3203,17,0,12,0
105.3,51346.31954343034,0,2788,17,0,1,0
82.2,81492.56560638017,3,2490,19,0,7,1
67.35,82689.95460454968,0,1236,21,0,10,0
591.45,93260.2318204047,1,3420,20,0,12,0
53.88,118330.03009005694,2,3185,17,0,8,0
59.5,80850.65048923179,1,2741,17,0,10,0
103.14,70567.96969613274,1,3466,11,0,11,0
116.22,73061.86021164156,0,124,20,0,8,0
263.25,41647.77429529776,0,1436,10,0,9,0
161.48,55123.98641125584,1,2846,9,0,2,1
33.33,59901.38566078266,0,3084,20,0,6,0
36.81,67869.76790537435,0,341,12,0,2,0
88.23,63247.160326494486,0,2345,22,0,5,0
69.53,104767.76557404039,0,2370,20,0,11,0
148.46,72310.98753346676,0,126,14,0,4,0
53.77,74937.11241357977,0,2677,16,0,3,0
526.17,72793.57427509931,0,3536,12,0,12,0
88.53,72959.5961315221,0,2356,12,0,11,0
164.69,97401.03956761172,0,1954,14,0,3,0
299.89,61310.449350965195,1,1063,16,0,10,0
188.74,45782.44082179804,0,917,19,0,12,0
4622.73,137115.85173513624,2,727,11,0,9,1
2294.04,116876.9597941683,0,1639,18,0,4,0
154.19,86382.77622123444,1,3556,18,0,6,0
602.77,46817.988912616565,0,2483,10,0,10,0
60.06,53704.0573671498,0,3319,6,0,8,0
